MUSI 3516,COMPOSICI�N DE GRADO PARA CINE
FISI 3472,OPTICA CUANTICA (TEO. Y PRACT)
MEDI 3111,SISTEMAS DE SALUD I
IIND 3107,ING. DE MERCADEO
MEDI 2300,GEN�TICA M�DICA
ARTE 2126,INTROD. PROCESOS IMPRESI�N
MATE 1502,ESTADISTICA 2 (C. SOCIALES)
LITE 3402,SEMINARIO DE LATIN IV
MUSI 1601,TECLADO 2
MDER 4303,TUTORIA III
ICYA 4606,EVAL.DIAG.CONS.PAVIMENTOS
MUSI 2818,LITERATURA VOCAL 5
MATE 3523,ESTAD NO PARAMET. Y REMUESTREO
PSIC 2317,PSICOLOG�A DE LA MEMORIA
LENG 1703,PORTUGUES 3
ICYA 1116,ESTATICA
MUSI 3301,DIRECCION CORAL 4
CIDE 4132,ESTUDIOS DIRIGIDOS 1
MUSI 2825,PIANO APLICADO 4 - 15
FISI 1003,COLOQUIO 1 DE FISICA
IELE 3200,ELECTR�NICA AN�LOGA
IQUI 2102,FENOMENOS DE TRANSPORTE 2
ECON 6987,INVESTIGACION TESIS DOCTORAL 8
CBIO 6803,SEMIN.INVESTIGACION DOC. L.D.2
QUIM 3215,LABORATORIO QUIMICA INORG. III
IIND 4107,PROCESOS ESTOCASTICOS
ECON 3609,SEM. COYUNTURA ECONOMICA
ICYA 4404,TECNOL. AVANZADAS DEL CONCRETO
LENG 2316,WISSENSCHAFTLICHES SCHREIBEN
FILO 4810,TUTOR�A DE INVESTIGACI�N 1
HIST 6984,TUTORIAL DE INV. VI- DHIST
ANTR 3170,SEM.LA PAZ EN PLURAL
LENG 1463,CONVERSA Y ESCRIT EN JAPON�S 3
MECA 4302,ECONOM�A AMBIENTAL II
BIOL 3302,FISIOLOGIA VEGETAL-TEO
LENG 2411,JAPONES 5
MBIO 2500,INMUNOLOGIA-TEO
FISI 2051,LABORATORIO INTERMEDIO
MATE 2104,CRISTALOGRAFIA MATEMATICA
ARQU 3861,PROY UI ARQU DEL PAISAJE
PSIC 2601,PSICOMETRIA
QUIM 2314,QUIMICA ORGANICA III
ANTR 3993,PRACTICA DE GRADO
ARQU 2320,SISTEMAS DE HABITABILIDAD
QUIM 1302,LAB�DE�QUIMICA�ORGANICA
BIOL 2200,GENETICA-TEO
ICYA 4303,SEMIN.PROYECTOS DE INFRAESTRUC
LENG 1116,INGLES 1 - LENGUAS Y CULTURA
MEDI 3422,PROYECTO DE GRADO I
PSIC 3863,PROBLE. INFANTILES-JUEVENILES
MBIO 2100,BIOQUIMICA-TEO
EDUC 6990,SUSTENTACI�N DE TESIS DOCTORAL
ECON 6984,INVESTIGACION TESIS DOCTORAL 5
MISO 4204,FABRICAS SW Y LIN PRODUCTOS
BIOL 1313,BIOLOGIA PARA PSICOLOGIA-LAB
MATE 6986,PRETESIS 6
MBIT 4210,TI PARA SECTOR P�BLICO
IQUI 3090,SEM.PROYECTO GRADO
DERE 3903,INVESTIGACION DIRIGIDA
IQUI 2101L,TALLER FENOMENOS TRANSPORTE 1
MUSI 3407,RECITAL GRADO CANTO
ARTE 2119,DIBUJO Y ESPACIO
IIND 4406,GERENCIA FINANCIERA DEL RIESGO
MATE 1507,MATEMATICAS 2 (BIO-MED)
MBIO 1101,BIOLOGIA CELULAR-LAB
MUSI 1210,PIANO COMPLEMENTARIO 3
GEOC 3069,LAB.SENSORE REMOTOS SIG Y GPS
IIND 2107,PROBABILIDAD Y ESTADISTICA II
MEDI 2306,SISTEMA RESPIRATORIO
ICYA 4503,DIS. GEOTEC. CONFIAB. Y ANALIS
ARQU 3858,PROY UI INTERDISC COLOMBIA
MISO 4205,MEJORAMIENTO EXPERIENCIA USUAR
DERE 3805,PRACTICA DE GRADO
ARQU 3991,PRACTICA INSTITUC.TIEMPO COMP
IMEC 1000,INTRODUCC.INGEN.MECANICA
ISIS 3009,TALLER DE INNOVACION CON TIC 2
FILO 2110,HEGEL
LENG 1130,WRITING BUSINESS COMMUNICATION
DISE 2624,FOTOGRAF�A 2: PRODUCTOS
ICYA 4501,PROP. FISIC. SUEL. MECAN. ROCA
DADM 6981,SEMINARIO DE TESIS I
MEDI 3429,TURNOS CL�NICOS IV
MEDI 3530,INTERNADO SELECTIVO ADMIN. 1
ARTI 4203,ARQUITECTURA DE INFRAESTRUCTUR
MEDI 3403,BITACORA SEMIOLOGIA II
IIND 6990,SUSTENTACION DE TESIS
IELE 3108,TALLER�DE�SISTEMAS�DE�POTENCIA
FISI 6118,SEMINARIO AVANZADO 8
FISI 1039,LABORATORIO DE ONDAS Y FLUIDOS
MFIN 4201,AN�LISIS DE INVERSIONES
ICYA 4450,DISE�O Y COMP. ESTRUC. CONC.
FILO 6982,TUTOR�A DE INVESTIGACI�N 2 DOC
ISIS 1209L,LAB ALG.Y PROGR. OBJ. II (HON)
MUSI 2204,ENTREN AUDITIVO 5
MUSI 1912,CANTO 3
ANTR 2101,ETNOLOGIA DE COLOMBIA
ICYA 4812,GEOM�TICA PLANEAC.SOSTENIBLE
FILO 6970,EXAMEN DE CONOCIMIENTOS
MATE 3120,LOGICA 1
FISI 3701,SEMINARIO MATERIA CONDENSADA
MBIO 3502,MICROBIOLOGIA MEDICA-TEO
BIOL 3303,FISIOLOGIA VEGETAL-LAB
EMAT 4805,AN�LISIS DE ACTUACI�N
LENG 1702,PORTUGUES 2
MATE 3157,INT. REPRESENT. GRUPOS FINITOS
ADMI 2204,DECISIONES DE INVERSION
DISE 2618,DISE�O EDITORIAL
DERE 3608,CONCURSO DERECHOS HUMANOS
CPOL 3200,SEM RELACIONES INTERNACIO
PSIC 3921,APREN. DENTRO-FUERA DE ESCUELA
IIND 4341,ING. SIST�MICA Y CREATIVIDAD
FISI 2405,MECANICA
MUSI 2812,CANTO 6
CBIO 6983,TESIS DOCTORADO 4
QUIM 6987,TESIS 7 (DOCTORADO)
BIOL 3200,GENETICA EVOLUTIVA-TEO
MUSI 2810,CANTO 4
ISIS 3204,INFRAESTRUCTURA COMUNICACIONES
ANTR 3600,OPCION GRADO MATERIAS MAESTRIA
PSIC 3811,PR�CTICA 1 06
PSIC 2313,PSICOLOG�A DE LA EMOCI�N
FISI 3434,ELECTROMAGNETISMO 2
ICYA 4803,PLANEACI�N DE TRANSPORTE
PSCL 4112,REVISTA DE CASOS CL�NICOS IV
MUSI 2302,DIRECCION CORAL 1
EGOB 4113,SEMINARIO DE POSTGRADO III
ARTE 3995,PRACTICA DE GRADO PROYECTOS
GEOC 1023,LABORATORIO DE GEOLOGIA
IIND 3208,DES. AVANZADO DE NUEVOS PROD.
ISIS 3710,PROGR CON TECNOLOGIAS WEB
ANTR 3193,DISE�O DE MONOGRAFIA
ARQU 3849,PROY UI TECTONICA Y ESTRUCTURA
MEDI 3528,MODULO SELECTIVO II INVESTI. 3
MUSI 2401,CONJUNTO 3
ICYA 4306,ASPECTOS LEGALES CONSTRUC.
IMEC 1330L,LABORATORIO TERMODIN�MICA
MUSI 3404,INSTRUMENTO 9
IQUI 2021C,COMPL. EQUILIBRIO
ARQU 3920,TEORIA UNIDAD AVANZADA
ICYA 2406,POTABILIZACION
MUSI 2501,TALLER DE COMPOSICION 2
IBIO 3702,PROYECTO INVESTIGAC.INGENIERIA
PSIC 4108,DISE�O PR INVE IV COLOQ III
PSIC 3832,TOPICOS EN LA HIST. DE LA PSIC
HIST 6983,TUTORIAL DE INV. V- DHIST
LENG 2224,ATELIER DՃCRITURE ACAD�MIQUE1
ARQU 3249,SEM ARQU LATINOAMERICANA
EDUC 6005,COLOQUIO DE INVESTIGACION II
FISI 4472,OPTICA CUANTICA
DADM 6990,SUSTENTACION DISERTACION
MDER 4401,MONOGRAFIA DE GRADO
ARQU 3913,PROYECTO UNIDAD AVANZADA GRP4
IELE 4020,TESIS I
ISIS 2503,ARQUITECTURA Y DISE�O DE SW
LITE 3346,SEMINARIO DE COLOMBIANA
MATE 6990,DEFENSA DE TESIS
IMEC 3530,DISE�O DE SISTEMAS MECANICOS
ECON 3750,MACRO Y FINANZAS INTERNACIONAL
MUSI 2608,TALLER DE GRABACION 1
ISIS 1106,LENGUAJES Y M�QUINAS
ISIS 4000,TESIS I
IQUI 2010C,COMPL. FUND PROC. INDUSTRIALES
LENG 1106,INGL�S 6
ARTE 3990,INSCRIPCION A GRADO
FISI 3401,SEMINARIO 1. OPTICA CUANTICA
ICYA 1110,QUIMICA AMBIENTAL
IQUI 3039,INTRO. MODEL. Y SIMUL. ING.
ARTE 2111,PINTURA Y CUERPO
IIND 3400,FINANZAS
FILO 3214,GRIEGO V
MEDI 1209,HISTOLOGIA
ICYA 4106,BIODIVERSIDAD COLOMBIANA
LITE 3905,SEM.TRABAJO-GRADO EN CREACI�N
MEDI 2305,SISTEMA ENDOCRINOLOGICO
ARTE 2114,OBJETO Y CONTEXTO
PSIC 3708,INVES.DIRIGIDA 2.
ADMI 3207,MERCADO DE CAPITALES
MEDI 3112,SISTEMAS DE SALUD II
MBIT 4103,FORMACI�N DIRECTIVOS TI
MEDI 2109,ELEMEN. DE DECISION CLINICA II
MATE 1213,MATEMATICAS 3 (BIO-MED)
LENG 1704,PORTUGUES 4
MATE 6971,EXAMEN DE CONOCIMIENTO 2
MBIO 3100,BIOL.CELU Y MOLEC.PROCARIO-TEO
MUSI 2203,ENTREN AUDITIVO 4
PSCL 4106,PR�CTICA CL�NICA SUPERV. II
ICYA 4504,TALLER DE DISE�O CIMENTACIONES
ISIS 1304,FUND INFRAESTRUCTURA TECNOL�GI
RJUR 5584,DERECHO TRIBUTARIO ESPECIAL II
QUIM 4350,ESTEREOQU�MICA Y SELECTIVIDAD
ECON 4643,RIESGOYVALORACI�N DE DERIVADOS
MATE 2411,GEOMETRIA DE CURVAS Y SUPERFIC
MBIO 3503,MICROBIOLOGIA MEDICA-LAB
PSIC 2602,EVALUACION PSICOL�GICA
LENG 1118,INGLES 3 - LENGUAS Y CULTURA
MUSI 2817,LITERATURA VOCAL 4
MUSI 3611,ARMONIA POPULAR 1 ANALISIS Y
FISI 1049,LABORATORIO DE FISICA MODERNA
IMEC 3345,SISTEMAS CONVERSION DE ENERGIA
MEDI 2110,SEMI.II Y AT. PRI. A LA COMU.
MEDI 1208,EMBRIOLOGIA
ICYA 4422,ANALISIS AVANZADO ESTRUCTURAS
LENG 2228,GRAMMAIRE EN CONTEXTE
MATE 1209,"CALCULO 3 (ECONOMIA,ADMON)"
MATE 6981,PRETESIS 2
DERE 3835,CJ-PRISIONES Y C�RCELES
MUSI 1911,CANTO 2
MUSI 3505,COMPOSICION GRADO
ARTI 4301,PROYECTO FINAL
ISIS 3302L,"LAB MODELA, SIMULACION Y OPT"
IIND 3221C,REFUERZO LOG�STICA
GEOC 3048,S�SMICA Y SISMOLOG�A
FILO 3992,PRACTICA DE MEDIO TIEMPO
ICYA 3202,DISE�O ESTRUCTURAL
ICYA 4414,MODELACION CON ELEMENTOS FINIT
MUSI 2209,CONTRAPUNTO 2
ARQU 1111,TALLER DE COMPOSICION 1
ARTE 2203,VIDEO EXPERIMENTAL
DERE 2207,ARGUMENTACION EN PROCESOS CIVI
MATE 6984,PRETESIS 4
ECON 3704,DERIVADOS FINANCIEROS
LENG 3921,PRACTICA DOCENTE
ISIS 1104,MATEM�TICA ESTRUCTURAL Y L�GIC
IBIO 2780,PROYECTO DE DISE�O 1
IMEC 1503,DISE�O GRAFICO EN INGENIER�A
MUSI 2502,INSTRUMENTACION 1
MBIO 2301,BACTERIOLOGIA-LAB
MUSI 1910,CANTO 1
IMEC 2540,DINAMICA DE SISTEMAS MECANICOS
LENG 2707,VOCES Y PAISAJES DE LUSOFON�A
ARQU 3828,PROYECTO UI ARQU URBANA
CIDE 4114,SEMINARIO TUTORIAL
MINE 4101,CIENCIA DE DATOS APLICADA
MEDI 3425,PSIQUIATR�A
MATE 3904,SEMINARIO PROYECTO DE GRADO 1
IBIO 2650,BIOMATERIALES
MEDI 3525,MODULO SELECTIVO II ADMINIS. 3
LENG 6993,INGLES DOCTORADOS 3
MATE 6980,PRETESIS 1
FISI 3760,FISICA DEL ESTADO SOLIDO
MEDI 3538,INTERNADO SELECT. INVEST. 2
QUIM 3014,PROYECTO DE GRADO
IIND 2104C,REFUERZO MODELOS PROBABILISTIC
MATE 3426,GRUPOS DE LIE
FISI 6115,SEMINARIO AVANZADO 5
ADMI 3238,MERCADEO VERDE
MUSI 1206,ENTREN AUDITIVO 2
MUSI 1204,ARMONIA 3
ECON 3301,ECONOMETRIA 2
MEDI 1210,FARMACOLOGIA
MATE 4159,TEO INVARIANTES ALGORITMICA
PSIC 4107,DISE�O PROY INV III COLOQ II
MUSI 2815,LITERATURA VOCAL 2
LENG 1105,INGL�S 5
ISIS 2804,LAB MARATONES PROGRAMACION
MGPD 4430,TRABAJO DE CAMPO II
IMEC 2520L,LABORATORIO MEC. S�L. DEFORMAB
CBIO 6915,PASANTIA DOCTORADO 2
ISIS 2603,DESARROLLO DE SW EN EQUIPO
EGOB 4109,T�CNICAS DE AN�LISIS DATOS II
MUSI 2416,INSTRUMENTO 6 - 15
FISI 4014,SEM2.QFT/FISICA-MATEMATICA
IMEC 1000C,COMPL.INTRODUCCION IMEC
MUSI 2806,TALLER L�RICO 2
CPOL 3995,PRACTICA DOCENTE
IQUI 2300,INGENIERIA DE REACCIONES
MATE 6975,SUSTENTACI�N DE PROYECTO
HART 3990,SEMINARIO TRABAJO DE GRADO
MEDI 3409,TURNOS CLINICOS I
PSIC 3892,BEYOND CBT
IBIO 2560,PROC.SE�ALES E INST. BIOMED.
PSIC 1205,PRINCIPIOS DE NEUROCIENCIAS 2
ARQU 2102,PROYECTO TECTONICA
FILO 3991,PRACTICA DE TIEMPO COMPLETO
IQUI 3001,PROCESOS DE SEPARACION
FISI 4042,TOPICOS EN MECANICA ESTADISTIC
IIND 3218,FUNDAMENTOS DE LA CALIDAD
IMEC 1541,MECANICA DE SOLIDOS RIGIDOS
ECON 2202,MACROECONOMIA 3
MEDI 3541,INTERNADO SELECTIVO AT. PRI. 3
GEOC 2018,GEOQU�MICA
MUSI 3313,CONCIERTO DE GRADO - 15
ARQU 3852,PROY UI ARQU Y BELLEZA
ARQU 3912,PROYECTO UNIDAD AVANZADA GRP3
ECON 3501,HISTORIA ECONOMICA DE COLOMBIA
IQUI 3001C,COMPL. PROC. SEPARACION
ICYA 4217,TESIS 1 MIAMB
IIND 6003,TUTORIAL 2
LENG 1204,FRANC�S 4
IELE 3138,SIST. ELECTRICOS INDUSTRIALES
PSIC 2708,DISE�O Y AN�LISIS DE INV. 3
MBIO 1100,BIOLOGIA CELULAR-TEO
DISE 2132,ESTUDIO 5: DESARROLLO
ECON 6981,INVESTIGACION TESIS DOCTORAL 2
IGEN 3129,TALLER INTEGRADO DE INNOVACI�N
CBIO 6985,TESIS DOCTORADO 6
GEOC 3039,LAB ESTRATIGR. Y SEDIMENTOLOG.
IQUI 3010,OPERACIONES UNITARIAS
CPOL 3100,SEM POLITICA COMPARADA
ECON 6985,INVESTIGACION TESIS DOCTORAL 6
PSCL 4400,INVESTIGACI�N DIRIGIDA
BIOL 3325,BIOLOGIA DE CONSERVACION-LABOR
IQUI 2020C,COMPL. TERMODIN�MICA
QUIM 1303,FUNDAMENTOS QU�MICA ORG�NICA
ISIS 4426,DESARROLLO DE SOLUCIONES CLOUD
MUSI 2200,PIANO COMPLEMENTARIO 4
EGOB 4111,ANALISIS DE PROBLEMAS COLOMBIA
ARQU 2410,PAISAJE URBANO
ANTR 3171,SEMINARIO ETNOGRAFIA
ECON 6983,INVESTIGACION TESIS DOCTORAL 4
FISI 6975,PASANTIA IV
FISI 6114,SEMINARIO AVANZADO 4
ARQU 3850,ANALISIS UI TECTONICA Y ESTRUC
ARTE 3114,PINTURA EXPERIMENTAL
BIOL 2310,VERTEBRADOS TEO
DISE 2100,ESTUDIO 3
GEOC 2057,MECANICA DEL CONTINUO
MATE 3159,TEO INVARIANTES ALGORITMICA
MEDI 3535,INTERNADO SELECTIVO ADMINIST.2
MGEO 4503,EJERCICIO ESCRITO
LENG 1328,PHONETIK UND M�NDLICHER AUSDRU
IELE 2010,MATERIALES PARA IEE
IMEC 2320L,LAB TRANSFERENCIA DE CALOR
LITE 2101,TEORIA LITERARIA 3
MEDI 1106,MEDICINA SOCIAL
BCOM 4991,TESIS 8 CR
IELE 2402,COMUNICACIONES
DISE 2122,ESTUDIO 5: DIRECCI�N CREATIVA
QUIM 4165,SEMINARIO II
MGEO 4502,TRABAJO DE GRADO
MINE 4102,ANALISIS INFORM SOBRE BIG DATA
ARQU 3832,AN�LISIS UI VIVIENDA
IMEC 3520,APLIC DISE�O MEC EN INDUSTRIA
MATE 3905,SEMINARIO PROYECTO DE GRADO 2
ANTR 3185,TRABAJO DIRIG EN ANTR.SOCIAL
CSOF 5200,PROYECTO 2
IIND 3311C,COMPL. ESTRAT. ORGANIZACIONAL
CBIO 4912,TESIS MAESTRIA 1
MEDI 3536,INTERN. SELECT. ATENC. PRIMAR2
ICYA 2203,ANALISIS SIST. ESTRUCTURALES
ARQU 3851,TEORIA UI TECTONICA Y ESTRUC
ECON 2203C,COMPL INTRODUCCI�N A LA MACRO
IBIO 4680,VISION POR COMPUTADOR
IIND 2202C,COMPL. FUNDAMENTOS PRODUCCI�N
MUSI 2206,ARMONIA 5
PSIC 2504,PSICOL SOCIAL EXPERIM
LENG 1329,DEUTSCHE GRAMMATIK
EDUC 2001,CURSO TUTORIAL DISCIPLINAR
DDER 6402,TUTORIA 2
FISI 2992,ASTROFISICA ESTELAR
ADMI 3604,TALLER DE INNOVACION
ARQU 1552,HERRAMIENTAS DIGITALES
QUIM 1101,QUIMICA GENERAL
EDUC 6021,EVAL.IMPACTO EDUC.Y CIENC.SOC.
ARQU 3931,ANALISIS UNIDAD AVANZADA GRP2
ARTE 2109,FUNDAMENTOS DE ESCULTURA
IBIO 4120L,LAB. DIN�MICA CARDIOVASCULAR
MEDI 3440,INTERNADO OBLIGATORIO PEDIAT.
ARTE 3117,FOTO PAISAJE
ARQU 3830,AN�LISIS UI FORMA
ISIS 1205L,LAB ALGORITMICA Y PROG. OBJ II
ARTE 1118,FOTO B�SICA 2 :DIGITAL
BCOM 4990,TESIS 4 CR
DERE 3801,CONSULTORIO JURIDICO I
FISI 6990,SUSTENTACI�N DE TESIS
ADMI 3109,PLANES DE NEGOCIOS
DPUB 4401,TRABAJO DE GRADO
MEDI 2310,SISTEMA URINARIO Y RENAL
MEDI 3424,NEUROLOGIA
IIND 2109C,REFUERZO SIST. APOYO DECISION
FISI 1018,FISICA I
ANTR 2301,METODO DE ANALISIS LING�ISTICO
ANTR 3184,TRABAJO DIRIG EN ARQUEOLOGIA
FILO 6961,TUTORIAL DE PROYECTO 2
MATE 1208,CALCULO VECTORIAL (HONORES)
ARQU 3863,TEORIA UI ARQU DEL PAISAJE
FISI 6982,TESIS II
IIND 3000,PROYECTO DE GRADO 1
MUSI 3601,TALLER DE GRABACION 2
IIND 3311,ESTRATEGIA ORGANIZACIONAL
MDER 4203,COLOQUIO DE INVESTIGACION
MBIO 2305,PARASITOLOGIA-LAB
IQUI 3041,TALLER MODELAMIEN.Y SIMULACION
PSIC 3833,PSICOLOGIA COMUNITARIA
FILO 3213,LATIN V
ARQU 3933,AN�LISIS UNIDAD AVANZADA GRP4
FISI 4051,LABORATORIO AVANZADO
ECON 3714,ECONOMIA BANCARIA
LENG 1604,ITALIANO 4
MECU 4202,TUTORIA DE INVESTIGACION I
MEDI 3432,BITACORA CLINICA V
MIAD 4982,SEM. INVESTIGACI�N I PHD
DDER 6202,METODOS DE INVESTIGACION 2
MEDI 3438,INTERNADO OBLIGATORIO GINE-OBS
ICYA 6962,PROYECTO DIRIGIDO 2
MBIO 2304,PARASITOLOGIA-TEO
CPOL 6974,EX AREA MAYOR-POL COMPARADA
ICYA 2304,FUNDAMENTOS DE GEOTECNIA
IIND 2202,FUNDAMENTOS DE PRODUCCION
LITE 2408,GRIEGO III
MEDI 3517,MODULO SELECTIVO II HOS. CL. 1
QUIM 1212,QUIMICA INORGANICA II
ICYA 4502,TALL. HERRAM. EXPERIM. GEOTECN
MEDI 2309,SISTEMA NERVIOSO
ARQU 3911,PROYECTO UNIDAD AVANZADA GRP2
QUIM 1105,APLICACIONES DE QU�MICA
ICYA 1117,MECANICA DE MATERIALES
MATE 2210,CALC VARIABLE COMPL (INGENIER)
ANTR 4138,LECTURAS DIRIGIDAS 2
FISI 6962,CURSO DIRIGIDO II
ICYA 3104,PROYECTO ESPECIAL PREGRADO
MEDI 3439,INTERNADO OBLIGATORIO MED-INTE
MUSI 3620,TRABAJO DE GRADO - 15
ARTE 2207,ARTE SONORO
ECON 6402,SEMINARIO INVESTIGACION 2 DOC
ARQU 3351,ARQU EN TIERRA CRUDA
ECON 4301,ECONOMETRIA AVANZADA
IELE 2210,SISTEMAS ELECTRONICOS DIGITALE
IELE 3135,AUTOMAT SISTEMAS DISTRIBUCION
MBIT 4101,HABILIDADES GERENCIALES EN TI
FISI 3000,PRACTICA DOCENTE FISICA
ICYA 4532,SEMINARIO GEOSI
DISE 3146,ESTUDIO 6: INTERACCI�N
IQUI 2021,EQUILIBRIO DE FASES Y QUIMICO
MATE 4426,GRUPOS DE LIE
MUSI 3402,CONJUNTO 8
LENG 2412,JAPONES 6
BCOM 4104,ESTADISTICA BIOLOGIA COMPUTAC.
MGAP 4414,POLIT.GEST.AMBIENTAL AMERICA
MECU 4203,TUTORIA DE INVESTIGACION II
PSIC 3883,PSICOLOGIA SOCIAL DEL DEPORTE
FISI 6117,SEMINARIO AVANZADO 7
MEDI 3500,MODULO SELECTIVO I ADMINIST. 1
DISE 2112,ESTUDIO 5: PRODUCCI�N CREATIVA
MATE 1107,ALGEBRA LINEAL 2
MUSI 1416,INSTRUMENTO 2 - 15
ARQU 3854,TEORIA UI ARQU Y BELLEZA
MEDI 3503,MODULO SELECTIVO I INVESTIG. 1
ARQU 2101,PROYECTO HABITAR
MEDI 3516,MODULO SELECTIVO II AT. PRI. 1
PSIC 4106,DISE�O PROY INV II COLOQI
ARQU 3932,AN�LISIS UNIDAD AVANZADA GRP3
LENG 2115,INGLES 5 - LENGUAS Y CULTURA
MEDI 2000,REQUISITO DE VACUNAS 5� SEM
MUSI 2822,PIANO APLICADO 1 - 15
IBIO 4120,DIN�MICA CARDIOVASCULAR
IBIO 4401,BIOLOGIA AVANZADA
LENG 1404,JAPONES 4
MUSI 2606,AUDICION CRITICA
MEDI 1200,ANATOMIA
MEDI 3407,PEDIATRIA
DISE 3199,ESTUDIO 8: PROYECTO DE GRADO
ISIS 1206L,LAB. ESTRUCTURAS DATOS
LENG 3931,SEMINARIO DOCENCIA 2
MEDI 3411,CIRUGIA
GEOC 3050,SEMINARIO DE GEOCIENCIAS
EDUC 6007,COLOQUIO DE INVESTIGACION III
ISIS 4005,INTERCAMBIO INTERNACIONAL
IBIO 6962,PROYECTO DIRIGIDO 2
ICYA 4214,TESIS 2 MICIV
MIAD 4990,SUSTENTACI�N TESIS
ARQU 3862,ANALISIS UI ARQU DEL PAISAJE
QUIM 2519,LAB DE FUNDAMENT FISICOQUIM
ICYA 4603,DISE�O GEOM DE V�AS AVANZADO
MATE 2506,PROBABILIDAD Y ESTADIST.(ECON)
ICYA 3108,PRERREQUISITO PROYECT. ICIV
IIND 3312,EMPREND.INNOVAC.EN INGE
IQUI 4302,TESIS II
ICYA 3079,PROY. FINAL DISE�O ING. AMB.
ICYA 4126,AN�LISIS RIESGO QUIM. MICROBIO
MEDI 2301,PARASITOLOGIA MEDICA
ECON 2301,ECONOMETRIA 1
MUSI 3500,ORQUESTACION 1
PSIC 3801,ETICA PROFESIONAL
BIOL 1301,BIOLOGIA DE ORGANISMOS-LAB
MATE 3420,TOPOLOGIA 1
MEDI 2307,SISTEMA COMPOR. Y PSIQUIATRIA
IMEC 2411,INGENIER�A DE MATERIALES
MGEO 4504,MAPA
MUSI 2823,PIANO APLICADO 2 - 15
ARTI 4205,ARQUITECTURA PROCESOS NEGOCIO
IQUI 1001,INTROD.INGENIERIA QUIMICA
ECON 4666,MACROECONOMIA FINANCIERA
PSIC 3869,NEUROCIENCIAS COGNITIVAS
DECA 1102,PRACTICA SOCIAL 2
IIND 4215,CONTROL DE CALIDAD AVANZADO
ARQU 3252,SUIZA: LAB DE ENCUENTRO N/S
IBIO 2251,LAB. FEN�MENOS DE TRANSP. BIOL
IELE 3330,TALLER DE CONTROL
MUSI 1208,PIANO COMPLEMENTARIO 1
MEDI 3521,MODULO SELECTIVO II AT. PRI. 2
MUSI 2201,PIANO COMPLEMENTARIO 5
ARTE 2108,FUNDAMENTOS DE DIBUJO
IMEC 4702,TESIS 2
MUSI 3613,ACUSTICA
FISI 4708,MAGNETISMO Y MATERIALES MAG.
MATE 4330,ANALISIS FUNCIONAL
ARTE 2112,PINTURA Y OBJETO
FILO 6981,TUTOR�A DE INVESTIGACI�N 1 DOC
MEDI 3400,BITACORA SEMIOLOGIA I
ADMI 1203,PLANEACION FINANCIERA
QUIM 1000,INTRODUCCION A QUIMICA
CBIO 6990,SUSTENTACION DE TESIS
FISI 3801,SEMINARIO DE BIOFISICA
IMEC 2210L,LABORATORIO MECANICA FLUIDOS
MUSI 2407,INSTRUMENTO 7
MEDI 3522,MODULO SELECTIVO II HOS. CL. 2
MUSI 2415,INSTRUMENTO 5 - 15
MBIT 4301,PROYECTO FINAL
MATE 3712,TEORIA DE JUEGOS
MDIS 4203,FUNDAMENTOS 3
PSIC 2316,PSICOLOGIA DE LA PERCEPCION
BIOL 1327C,COMPL ECOLOGIA: PRINC Y APLICA
MUSI 1205,ENTREN AUDITIVO 1
IELE 3208,TALLER DE ELECTRONICA
LENG 1403,JAPONES 3
ARQU 2330,SISTEMAS DE CONSTRUCCION Y EST
FISI 6116,SEMINARIO AVANZADO 6
ARQU 2201,ARQUETIPOS EN ARQUITECTURA
ISIS 2203,INFRAESTRUCTURA COMPUTACIONAL
MEDI 3532,INTERNADO SELECTIVO HOS. CL. 1
ARTI 4106,ARQUITECTURA EMPRESARIAL
IMEC 2411L,LAB. INGENIERIA DE MATERIALES
MEDI 3442,INTERNADO OBLIGATORIO URGENC.
MATE 1508,ESTADISTICA (CONTADURIA)
ARTE 3602,ANTEPROYECTO NUEVO
MEDI 3537,INTERNADO SELECTIVO HOS. CL. 2
MBIO 3601,FITOPATOLOGIA-LAB
DECA 1103,PRACTICA SOCIAL 3
CPOL 1500,FUNDAMENTOS DE METODOLOGIA
FISI 6112,SEMINARIO AVANZADO 2
MUSI 3401,CONJUNTO 7
IMEC 3460C,COMPL.SISTEMAS DE MANUFACTURA
ISIS 2304,SISTEMAS TRANSACCIONALES
ANTR 3186,TRABAJO DIRIG EN ENTOLINGUISTI
MEDI 3534,INTERNADO SELECTIVO SALUD P.1
ECON 4568,MICROECONOMIA III
MUSI 2406,INSTRUMENTO 6
ARTE 1115,TALLER DE ILUMINACION
MEDI 2304,SISTEMA HEMATOPOYETI. Y NEOPL.
MEDI 3518,MODULO SELECTIVO II INVESTI. 1
LITE 3993,PR�CTICA�DE�GRADO
MUSI 3403,INSTRUMENTO 8
SPUB 4109,PROYECTO DE GRADO II
CONT 2462,AN�LISIS DE SISTEMAS DE INFORM
FISI 6973,PASANTIA II
IIND 4337,SIMUL.BASADA AGENTES (SIMBA)
IMEC 3530C,COMPL.DISE�O SIST MECANICOS
MBIO 3518,GENOMICA Y BIOINFORMATICA-LAB
ISIS 3302,"MODELADO, SIMULACION Y OPTIMIZ"
FISI 1012,FISICA BASICA 1
IBIO 4780,TESIS I
ARTE 2116,GRABADO EN METAL
LENG 2211,FRANCES 5
MBIO 3604,MICROBIOLOGIA AMBIENTAL-TEO
LENG 1303,ALEMAN 3
EDUC 4206,TESIS 1
