course_code,name,program_id
ARQU 3910,PROYECTO UNIDAD AVANZADA,22
MEDI 3539,INTERNADO SELECT. SALUD P�B. 2,15
MUSI 2700,ANALISIS MUSICAL 1,10
DISE 2616,FOTOGRAF�A 2: PERSONAS,16
IIND 3309,RELACIONES INDUSTRIALES,8
MUSI 2814,TALLER L�RICO 6,10
EGOB 1105,M�TODOS CUALI PARA ASUNTOS PUB,30
GEOC 3038,ESTRATIGRAF�A Y SEDIMENTOLOG�A,12
ARTE 2120,ESCULTURA Y CUERPO,6
MEDI 3441,INTERNADO OBLIGATORIO ORTOPED.,15
ISIS 1404L,LAB TI EN LAS ORGANIZACIONES,19
IQUI 3012,LAB. OPERACIONES UNITARIAS,9
IELE 2500,SE�ALES,3
PSIC 3800,PSICOLOGIA APLICADA,28
LITE 3903,ASISTENCIA�DE�INVESTIGACI�N,43
MEDI 3417,MEDICINA LEGAL Y CIENCIA FORE.,15
ARQU 3810,PROY. UNIDAD INTERM. FORMA,22
HIST 6985,TUTORIAL DE INV. VII -DHIST,32
LENG 2315,KREATIVES SPRECHEN UND SCHREIB,33
ARQU 3992,PRACTICA INSTITUC.TIEMPO PARCI,22
MBIO 2302,BIOLOGIA DE HONGOS-TEO,37
MUSI 3503,COMPOSICION 4,10
LENG 1104,INGL�S 4,33
MBIT 4202,GOBIERNO DE TI,23
DDER 6403,TUTORIA 3,49
ECON 2201,MACROECONOMIA 2,26
PSIC 3812,PR�CTICA 2 06,28
EGOB 4122,PROYECTO DE GRADO APLICADO II,30
ARQU 1420,TALLER CIUDAD 2,22
QUIM 1301,QUIMICA ORGANICA,5
QUIM 4900,TESIS I,5
DISE 2307,PRODUCTO 2,16
IIND 3222,PRODUCTO INDUSTRIAL,8
ARQU 2202,ARQUITECTURA CLASICA,22
PSIC 3915,GETION Y DLLO.TALENTO HUMANO,28
MUSI 3405,INSTRUMENTO 10,10
MEDI 1212,INMUNOLOGIA,15
MEDI 3423,MEDICINA FISICA Y REHABILITA.,15
PSIC 3814,INFORME DE PR�CTICA,28
IIND 2104,MODELOS PROBABILISTICOS,8
LENG 1742,CHINO 2,33
ICYA 4301,ADMON PROYECTO CONSTRUC,4
IBIO 2261,LABORATORIO MODELADO Y SIMULAC,25
MUSI 3516,COMPOSICI�N DE GRADO PARA CINE,10
FISI 3472,OPTICA CUANTICA (TEO. Y PRACT),1
MEDI 3111,SISTEMAS DE SALUD I,15
IIND 3107,ING. DE MERCADEO,8
MEDI 2300,GEN�TICA M�DICA,15
ARTE 2126,INTROD. PROCESOS IMPRESI�N,6
MATE 1502,ESTADISTICA 2 (C. SOCIALES),2
LITE 3402,SEMINARIO DE LATIN IV,43
MUSI 1601,TECLADO 2,10
MDER 4303,TUTORIA III,31
ICYA 4606,EVAL.DIAG.CONS.PAVIMENTOS,4
MUSI 2818,LITERATURA VOCAL 5,10
MATE 3523,ESTAD NO PARAMET. Y REMUESTREO,2
PSIC 2317,PSICOLOG�A DE LA MEMORIA,28
LENG 1703,PORTUGUES 3,33
ICYA 1116,ESTATICA,4
MUSI 3301,DIRECCION CORAL 4,10
CIDE 4132,ESTUDIOS DIRIGIDOS 1,24
MUSI 2825,PIANO APLICADO 4 - 15,10
FISI 1003,COLOQUIO 1 DE FISICA,1
IELE 3200,ELECTR�NICA AN�LOGA,3
IQUI 2102,FENOMENOS DE TRANSPORTE 2,9
ECON 6987,INVESTIGACION TESIS DOCTORAL 8,26
CBIO 6803,SEMIN.INVESTIGACION DOC. L.D.2,17
QUIM 3215,LABORATORIO QUIMICA INORG. III,5
IIND 4107,PROCESOS ESTOCASTICOS,8
ECON 3609,SEM. COYUNTURA ECONOMICA,26
ICYA 4404,TECNOL. AVANZADAS DEL CONCRETO,4
LENG 2316,WISSENSCHAFTLICHES SCHREIBEN,33
FILO 4810,TUTOR�A DE INVESTIGACI�N 1,29
HIST 6984,TUTORIAL DE INV. VI- DHIST,32
ANTR 3170,SEM.LA PAZ EN PLURAL,7
LENG 1463,CONVERSA Y ESCRIT EN JAPON�S 3,33
MECA 4302,ECONOM�A AMBIENTAL II,42
BIOL 3302,FISIOLOGIA VEGETAL-TEO,41
LENG 2411,JAPONES 5,33
MBIO 2500,INMUNOLOGIA-TEO,37
FISI 2051,LABORATORIO INTERMEDIO,1
MATE 2104,CRISTALOGRAFIA MATEMATICA,2
ARQU 3861,PROY UI ARQU DEL PAISAJE,22
PSIC 2601,PSICOMETRIA,28
QUIM 2314,QUIMICA ORGANICA III,5
ANTR 3993,PRACTICA DE GRADO,7
ARQU 2320,SISTEMAS DE HABITABILIDAD,22
QUIM 1302,LAB�DE�QUIMICA�ORGANICA,5
BIOL 2200,GENETICA-TEO,41
ICYA 4303,SEMIN.PROYECTOS DE INFRAESTRUC,4
LENG 1116,INGLES 1 - LENGUAS Y CULTURA,33
MEDI 3422,PROYECTO DE GRADO I,15
PSIC 3863,PROBLE. INFANTILES-JUEVENILES,28
MBIO 2100,BIOQUIMICA-TEO,37
EDUC 6990,SUSTENTACI�N DE TESIS DOCTORAL,11
ECON 6984,INVESTIGACION TESIS DOCTORAL 5,26
MISO 4204,FABRICAS SW Y LIN PRODUCTOS,40
BIOL 1313,BIOLOGIA PARA PSICOLOGIA-LAB,41
MATE 6986,PRETESIS 6,2
MBIT 4210,TI PARA SECTOR P�BLICO,23
IQUI 3090,SEM.PROYECTO GRADO,9
DERE 3903,INVESTIGACION DIRIGIDA,35
IQUI 2101L,TALLER FENOMENOS TRANSPORTE 1,9
MUSI 3407,RECITAL GRADO CANTO,10
ARTE 2119,DIBUJO Y ESPACIO,6
IIND 4406,GERENCIA FINANCIERA DEL RIESGO,8
MATE 1507,MATEMATICAS 2 (BIO-MED),2
MBIO 1101,BIOLOGIA CELULAR-LAB,37
MUSI 1210,PIANO COMPLEMENTARIO 3,10
GEOC 3069,LAB.SENSORE REMOTOS SIG Y GPS,12
IIND 2107,PROBABILIDAD Y ESTADISTICA II,8
MEDI 2306,SISTEMA RESPIRATORIO,15
ICYA 4503,DIS. GEOTEC. CONFIAB. Y ANALIS,4
ARQU 3858,PROY UI INTERDISC COLOMBIA,22
MISO 4205,MEJORAMIENTO EXPERIENCIA USUAR,40
DERE 3805,PRACTICA DE GRADO,35
ARQU 3991,PRACTICA INSTITUC.TIEMPO COMP,22
IMEC 1000,INTRODUCC.INGEN.MECANICA,21
ISIS 3009,TALLER DE INNOVACION CON TIC 2,19
FILO 2110,HEGEL,29
LENG 1130,WRITING BUSINESS COMMUNICATION,33
DISE 2624,FOTOGRAF�A 2: PRODUCTOS,16
ICYA 4501,PROP. FISIC. SUEL. MECAN. ROCA,4
DADM 6981,SEMINARIO DE TESIS I,46
MEDI 3429,TURNOS CL�NICOS IV,15
MEDI 3530,INTERNADO SELECTIVO ADMIN. 1,15
ARTI 4203,ARQUITECTURA DE INFRAESTRUCTUR,39
MEDI 3403,BITACORA SEMIOLOGIA II,15
IIND 6990,SUSTENTACION DE TESIS,8
IELE 3108,TALLER�DE�SISTEMAS�DE�POTENCIA,3
FISI 6118,SEMINARIO AVANZADO 8,1
FISI 1039,LABORATORIO DE ONDAS Y FLUIDOS,1
MFIN 4201,AN�LISIS DE INVERSIONES,14
ICYA 4450,DISE�O Y COMP. ESTRUC. CONC.,4
FILO 6982,TUTOR�A DE INVESTIGACI�N 2 DOC,29
ISIS 1209L,LAB ALG.Y PROGR. OBJ. II (HON),19
MUSI 2204,ENTREN AUDITIVO 5,10
MUSI 1912,CANTO 3,10
ANTR 2101,ETNOLOGIA DE COLOMBIA,7
ICYA 4812,GEOM�TICA PLANEAC.SOSTENIBLE,4
FILO 6970,EXAMEN DE CONOCIMIENTOS,29
MATE 3120,LOGICA 1,2
FISI 3701,SEMINARIO MATERIA CONDENSADA,1
MBIO 3502,MICROBIOLOGIA MEDICA-TEO,37
BIOL 3303,FISIOLOGIA VEGETAL-LAB,41
EMAT 4805,AN�LISIS DE ACTUACI�N,50
LENG 1702,PORTUGUES 2,33
MATE 3157,INT. REPRESENT. GRUPOS FINITOS,2
ADMI 2204,DECISIONES DE INVERSION,27
DISE 2618,DISE�O EDITORIAL,16
DERE 3608,CONCURSO DERECHOS HUMANOS,35
CPOL 3200,SEM RELACIONES INTERNACIO,13
PSIC 3921,APREN. DENTRO-FUERA DE ESCUELA,28
IIND 4341,ING. SIST�MICA Y CREATIVIDAD,8
FISI 2405,MECANICA,1
MUSI 2812,CANTO 6,10
CBIO 6983,TESIS DOCTORADO 4,17
QUIM 6987,TESIS 7 (DOCTORADO),5
BIOL 3200,GENETICA EVOLUTIVA-TEO,41
MUSI 2810,CANTO 4,10
ISIS 3204,INFRAESTRUCTURA COMUNICACIONES,19
ANTR 3600,OPCION GRADO MATERIAS MAESTRIA,7
PSIC 3811,PR�CTICA 1 06,28
PSIC 2313,PSICOLOG�A DE LA EMOCI�N,28
FISI 3434,ELECTROMAGNETISMO 2,1
ICYA 4803,PLANEACI�N DE TRANSPORTE,4
PSCL 4112,REVISTA DE CASOS CL�NICOS IV,38
MUSI 2302,DIRECCION CORAL 1,10
EGOB 4113,SEMINARIO DE POSTGRADO III,30
ARTE 3995,PRACTICA DE GRADO PROYECTOS,6
GEOC 1023,LABORATORIO DE GEOLOGIA,12
IIND 3208,DES. AVANZADO DE NUEVOS PROD.,8
ISIS 3710,PROGR CON TECNOLOGIAS WEB,19
ANTR 3193,DISE�O DE MONOGRAFIA,7
ARQU 3849,PROY UI TECTONICA Y ESTRUCTURA,22
MEDI 3528,MODULO SELECTIVO II INVESTI. 3,15
MUSI 2401,CONJUNTO 3,10
ICYA 4306,ASPECTOS LEGALES CONSTRUC.,4
IMEC 1330L,LABORATORIO TERMODIN�MICA,21
MUSI 3404,INSTRUMENTO 9,10
IQUI 2021C,COMPL. EQUILIBRIO,9
ARQU 3920,TEORIA UNIDAD AVANZADA,22
ICYA 2406,POTABILIZACION,4
MUSI 2501,TALLER DE COMPOSICION 2,10
IBIO 3702,PROYECTO INVESTIGAC.INGENIERIA,25
PSIC 4108,DISE�O PR INVE IV COLOQ III,28
PSIC 3832,TOPICOS EN LA HIST. DE LA PSIC,28
HIST 6983,TUTORIAL DE INV. V- DHIST,32
LENG 2224,ATELIER DՃCRITURE ACAD�MIQUE1,33
ARQU 3249,SEM ARQU LATINOAMERICANA,22
EDUC 6005,COLOQUIO DE INVESTIGACION II,11
FISI 4472,OPTICA CUANTICA,1
DADM 6990,SUSTENTACION DISERTACION,46
MDER 4401,MONOGRAFIA DE GRADO,31
ARQU 3913,PROYECTO UNIDAD AVANZADA GRP4,22
IELE 4020,TESIS I,3
ISIS 2503,ARQUITECTURA Y DISE�O DE SW,19
LITE 3346,SEMINARIO DE COLOMBIANA,43
MATE 6990,DEFENSA DE TESIS,2
IMEC 3530,DISE�O DE SISTEMAS MECANICOS,21
ECON 3750,MACRO Y FINANZAS INTERNACIONAL,26
MUSI 2608,TALLER DE GRABACION 1,10
ISIS 1106,LENGUAJES Y M�QUINAS,19
ISIS 4000,TESIS I,19
IQUI 2010C,COMPL. FUND PROC. INDUSTRIALES,9
LENG 1106,INGL�S 6,33
ARTE 3990,INSCRIPCION A GRADO,6
FISI 3401,SEMINARIO 1. OPTICA CUANTICA,1
ICYA 1110,QUIMICA AMBIENTAL,4
IQUI 3039,INTRO. MODEL. Y SIMUL. ING.,9
ARTE 2111,PINTURA Y CUERPO,6
IIND 3400,FINANZAS,8
FILO 3214,GRIEGO V,29
MEDI 1209,HISTOLOGIA,15
ICYA 4106,BIODIVERSIDAD COLOMBIANA,4
LITE 3905,SEM.TRABAJO-GRADO EN CREACI�N,43
MEDI 2305,SISTEMA ENDOCRINOLOGICO,15
ARTE 2114,OBJETO Y CONTEXTO,6
PSIC 3708,INVES.DIRIGIDA 2.,28
ADMI 3207,MERCADO DE CAPITALES,27
MEDI 3112,SISTEMAS DE SALUD II,15
MBIT 4103,FORMACI�N DIRECTIVOS TI,23
MEDI 2109,ELEMEN. DE DECISION CLINICA II,15
MATE 1213,MATEMATICAS 3 (BIO-MED),2
LENG 1704,PORTUGUES 4,33
MATE 6971,EXAMEN DE CONOCIMIENTO 2,2
MBIO 3100,BIOL.CELU Y MOLEC.PROCARIO-TEO,37
MUSI 2203,ENTREN AUDITIVO 4,10
PSCL 4106,PR�CTICA CL�NICA SUPERV. II,38
ICYA 4504,TALLER DE DISE�O CIMENTACIONES,4
ISIS 1304,FUND INFRAESTRUCTURA TECNOL�GI,19
RJUR 5584,DERECHO TRIBUTARIO ESPECIAL II,51
QUIM 4350,ESTEREOQU�MICA Y SELECTIVIDAD,5
ECON 4643,RIESGOYVALORACI�N DE DERIVADOS,26
MATE 2411,GEOMETRIA DE CURVAS Y SUPERFIC,2
MBIO 3503,MICROBIOLOGIA MEDICA-LAB,37
PSIC 2602,EVALUACION PSICOL�GICA,28
LENG 1118,INGLES 3 - LENGUAS Y CULTURA,33
MUSI 2817,LITERATURA VOCAL 4,10
MUSI 3611,ARMONIA POPULAR 1 ANALISIS Y,10
FISI 1049,LABORATORIO DE FISICA MODERNA,1
IMEC 3345,SISTEMAS CONVERSION DE ENERGIA,21
MEDI 2110,SEMI.II Y AT. PRI. A LA COMU.,15
MEDI 1208,EMBRIOLOGIA,15
ICYA 4422,ANALISIS AVANZADO ESTRUCTURAS,4
LENG 2228,GRAMMAIRE EN CONTEXTE,33
MATE 1209,CALCULO 3 (ECONOMIAADMON),2
MATE 6981,PRETESIS 2,2
DERE 3835,CJ-PRISIONES Y C�RCELES,35
MUSI 1911,CANTO 2,10
MUSI 3505,COMPOSICION GRADO,10
ARTI 4301,PROYECTO FINAL,39
ISIS 3302L,LAB MODELA SIMULACION Y OPT,19
IIND 3221C,REFUERZO LOG�STICA,8
GEOC 3048,S�SMICA Y SISMOLOG�A,12
FILO 3992,PRACTICA DE MEDIO TIEMPO,29
ICYA 3202,DISE�O ESTRUCTURAL,4
ICYA 4414,MODELACION CON ELEMENTOS FINIT,4
MUSI 2209,CONTRAPUNTO 2,10
ARQU 1111,TALLER DE COMPOSICION 1,22
ARTE 2203,VIDEO EXPERIMENTAL,6
DERE 2207,ARGUMENTACION EN PROCESOS CIVI,35
MATE 6984,PRETESIS 4,2
ECON 3704,DERIVADOS FINANCIEROS,26
LENG 3921,PRACTICA DOCENTE,33
ISIS 1104,MATEM�TICA ESTRUCTURAL Y L�GIC,19
IBIO 2780,PROYECTO DE DISE�O 1,25
IMEC 1503,DISE�O GRAFICO EN INGENIER�A,21
MUSI 2502,INSTRUMENTACION 1,10
MBIO 2301,BACTERIOLOGIA-LAB,37
MUSI 1910,CANTO 1,10
IMEC 2540,DINAMICA DE SISTEMAS MECANICOS,21
LENG 2707,VOCES Y PAISAJES DE LUSOFON�A,33
ARQU 3828,PROYECTO UI ARQU URBANA,22
CIDE 4114,SEMINARIO TUTORIAL,24
MINE 4101,CIENCIA DE DATOS APLICADA,52
MEDI 3425,PSIQUIATR�A,15
MATE 3904,SEMINARIO PROYECTO DE GRADO 1,2
IBIO 2650,BIOMATERIALES,25
MEDI 3525,MODULO SELECTIVO II ADMINIS. 3,15
LENG 6993,INGLES DOCTORADOS 3,33
MATE 6980,PRETESIS 1,2
FISI 3760,FISICA DEL ESTADO SOLIDO,1
MEDI 3538,INTERNADO SELECT. INVEST. 2,15
QUIM 3014,PROYECTO DE GRADO,5
IIND 2104C,REFUERZO MODELOS PROBABILISTIC,8
MATE 3426,GRUPOS DE LIE,2
FISI 6115,SEMINARIO AVANZADO 5,1
ADMI 3238,MERCADEO VERDE,27
MUSI 1206,ENTREN AUDITIVO 2,10
MUSI 1204,ARMONIA 3,10
ECON 3301,ECONOMETRIA 2,26
MEDI 1210,FARMACOLOGIA,15
MATE 4159,TEO INVARIANTES ALGORITMICA,2
PSIC 4107,DISE�O PROY INV III COLOQ II,28
MUSI 2815,LITERATURA VOCAL 2,10
LENG 1105,INGL�S 5,33
ISIS 2804,LAB MARATONES PROGRAMACION,19
MGPD 4430,TRABAJO DE CAMPO II,53
IMEC 2520L,LABORATORIO MEC. S�L. DEFORMAB,21
CBIO 6915,PASANTIA DOCTORADO 2,17
ISIS 2603,DESARROLLO DE SW EN EQUIPO,19
EGOB 4109,T�CNICAS DE AN�LISIS DATOS II,30
MUSI 2416,INSTRUMENTO 6 - 15,10
FISI 4014,SEM2.QFT/FISICA-MATEMATICA,1
IMEC 1000C,COMPL.INTRODUCCION IMEC,21
MUSI 2806,TALLER L�RICO 2,10
CPOL 3995,PRACTICA DOCENTE,13
IQUI 2300,INGENIERIA DE REACCIONES,9
MATE 6975,SUSTENTACI�N DE PROYECTO,2
HART 3990,SEMINARIO TRABAJO DE GRADO,54
MEDI 3409,TURNOS CLINICOS I,15
PSIC 3892,BEYOND CBT,28
IBIO 2560,PROC.SE�ALES E INST. BIOMED.,25
PSIC 1205,PRINCIPIOS DE NEUROCIENCIAS 2,28
ARQU 2102,PROYECTO TECTONICA,22
FILO 3991,PRACTICA DE TIEMPO COMPLETO,29
IQUI 3001,PROCESOS DE SEPARACION,9
FISI 4042,TOPICOS EN MECANICA ESTADISTIC,1
IIND 3218,FUNDAMENTOS DE LA CALIDAD,8
IMEC 1541,MECANICA DE SOLIDOS RIGIDOS,21
ECON 2202,MACROECONOMIA 3,26
MEDI 3541,INTERNADO SELECTIVO AT. PRI. 3,15
GEOC 2018,GEOQU�MICA,12
MUSI 3313,CONCIERTO DE GRADO - 15,10
ARQU 3852,PROY UI ARQU Y BELLEZA,22
ARQU 3912,PROYECTO UNIDAD AVANZADA GRP3,22
ECON 3501,HISTORIA ECONOMICA DE COLOMBIA,26
IQUI 3001C,COMPL. PROC. SEPARACION,9
ICYA 4217,TESIS 1 MIAMB,4
IIND 6003,TUTORIAL 2,8
LENG 1204,FRANC�S 4,33
IELE 3138,SIST. ELECTRICOS INDUSTRIALES,3
PSIC 2708,DISE�O Y AN�LISIS DE INV. 3,28
MBIO 1100,BIOLOGIA CELULAR-TEO,37
DISE 2132,ESTUDIO 5: DESARROLLO,16
ECON 6981,INVESTIGACION TESIS DOCTORAL 2,26
IGEN 3129,TALLER INTEGRADO DE INNOVACI�N,55
CBIO 6985,TESIS DOCTORADO 6,17
GEOC 3039,LAB ESTRATIGR. Y SEDIMENTOLOG.,12
IQUI 3010,OPERACIONES UNITARIAS,9
CPOL 3100,SEM POLITICA COMPARADA,13
ECON 6985,INVESTIGACION TESIS DOCTORAL 6,26
PSCL 4400,INVESTIGACI�N DIRIGIDA,38
BIOL 3325,BIOLOGIA DE CONSERVACION-LABOR,41
IQUI 2020C,COMPL. TERMODIN�MICA,9
QUIM 1303,FUNDAMENTOS QU�MICA ORG�NICA,5
ISIS 4426,DESARROLLO DE SOLUCIONES CLOUD,19
MUSI 2200,PIANO COMPLEMENTARIO 4,10
EGOB 4111,ANALISIS DE PROBLEMAS COLOMBIA,30
ARQU 2410,PAISAJE URBANO,22
ANTR 3171,SEMINARIO ETNOGRAFIA,7
ECON 6983,INVESTIGACION TESIS DOCTORAL 4,26
FISI 6975,PASANTIA IV,1
FISI 6114,SEMINARIO AVANZADO 4,1
ARQU 3850,ANALISIS UI TECTONICA Y ESTRUC,22
ARTE 3114,PINTURA EXPERIMENTAL,6
BIOL 2310,VERTEBRADOS TEO,41
DISE 2100,ESTUDIO 3,16
GEOC 2057,MECANICA DEL CONTINUO,12
MATE 3159,TEO INVARIANTES ALGORITMICA,2
MEDI 3535,INTERNADO SELECTIVO ADMINIST.2,15
MGEO 4503,EJERCICIO ESCRITO,56
LENG 1328,PHONETIK UND M�NDLICHER AUSDRU,33
IELE 2010,MATERIALES PARA IEE,3
IMEC 2320L,LAB TRANSFERENCIA DE CALOR,21
LITE 2101,TEORIA LITERARIA 3,43
MEDI 1106,MEDICINA SOCIAL,15
BCOM 4991,TESIS 8 CR,57
IELE 2402,COMUNICACIONES,3
DISE 2122,ESTUDIO 5: DIRECCI�N CREATIVA,16
QUIM 4165,SEMINARIO II,5
MGEO 4502,TRABAJO DE GRADO,56
MINE 4102,ANALISIS INFORM SOBRE BIG DATA,52
ARQU 3832,AN�LISIS UI VIVIENDA,22
IMEC 3520,APLIC DISE�O MEC EN INDUSTRIA,21
MATE 3905,SEMINARIO PROYECTO DE GRADO 2,2
ANTR 3185,TRABAJO DIRIG EN ANTR.SOCIAL,7
CSOF 5200,PROYECTO 2,58
IIND 3311C,COMPL. ESTRAT. ORGANIZACIONAL,8
CBIO 4912,TESIS MAESTRIA 1,17
MEDI 3536,INTERN. SELECT. ATENC. PRIMAR2,15
ICYA 2203,ANALISIS SIST. ESTRUCTURALES,4
ARQU 3851,TEORIA UI TECTONICA Y ESTRUC,22
ECON 2203C,COMPL INTRODUCCI�N A LA MACRO,26
IBIO 4680,VISION POR COMPUTADOR,25
IIND 2202C,COMPL. FUNDAMENTOS PRODUCCI�N,8
MUSI 2206,ARMONIA 5,10
PSIC 2504,PSICOL SOCIAL EXPERIM,28
LENG 1329,DEUTSCHE GRAMMATIK,33
EDUC 2001,CURSO TUTORIAL DISCIPLINAR,11
DDER 6402,TUTORIA 2,49
FISI 2992,ASTROFISICA ESTELAR,1
ADMI 3604,TALLER DE INNOVACION,27
ARQU 1552,HERRAMIENTAS DIGITALES,22
QUIM 1101,QUIMICA GENERAL,5
EDUC 6021,EVAL.IMPACTO EDUC.Y CIENC.SOC.,11
ARQU 3931,ANALISIS UNIDAD AVANZADA GRP2,22
ARTE 2109,FUNDAMENTOS DE ESCULTURA,6
IBIO 4120L,LAB. DIN�MICA CARDIOVASCULAR,25
MEDI 3440,INTERNADO OBLIGATORIO PEDIAT.,15
ARTE 3117,FOTO PAISAJE,6
ARQU 3830,AN�LISIS UI FORMA,22
ISIS 1205L,LAB ALGORITMICA Y PROG. OBJ II,19
ARTE 1118,FOTO B�SICA 2 :DIGITAL,6
BCOM 4990,TESIS 4 CR,57
DERE 3801,CONSULTORIO JURIDICO I,35
FISI 6990,SUSTENTACI�N DE TESIS,1
ADMI 3109,PLANES DE NEGOCIOS,27
DPUB 4401,TRABAJO DE GRADO,59
MEDI 2310,SISTEMA URINARIO Y RENAL,15
MEDI 3424,NEUROLOGIA,15
IIND 2109C,REFUERZO SIST. APOYO DECISION,8
FISI 1018,FISICA I,1
ANTR 2301,METODO DE ANALISIS LING�ISTICO,7
ANTR 3184,TRABAJO DIRIG EN ARQUEOLOGIA,7
FILO 6961,TUTORIAL DE PROYECTO 2,29
MATE 1208,CALCULO VECTORIAL (HONORES),2
ARQU 3863,TEORIA UI ARQU DEL PAISAJE,22
FISI 6982,TESIS II,1
IIND 3000,PROYECTO DE GRADO 1,8
MUSI 3601,TALLER DE GRABACION 2,10
IIND 3311,ESTRATEGIA ORGANIZACIONAL,8
MDER 4203,COLOQUIO DE INVESTIGACION,31
MBIO 2305,PARASITOLOGIA-LAB,37
IQUI 3041,TALLER MODELAMIEN.Y SIMULACION,9
PSIC 3833,PSICOLOGIA COMUNITARIA,28
FILO 3213,LATIN V,29
ARQU 3933,AN�LISIS UNIDAD AVANZADA GRP4,22
FISI 4051,LABORATORIO AVANZADO,1
ECON 3714,ECONOMIA BANCARIA,26
LENG 1604,ITALIANO 4,33
MECU 4202,TUTORIA DE INVESTIGACION I,60
MEDI 3432,BITACORA CLINICA V,15
MIAD 4982,SEM. INVESTIGACI�N I PHD,44
DDER 6202,METODOS DE INVESTIGACION 2,49
MEDI 3438,INTERNADO OBLIGATORIO GINE-OBS,15
ICYA 6962,PROYECTO DIRIGIDO 2,4
MBIO 2304,PARASITOLOGIA-TEO,37
CPOL 6974,EX AREA MAYOR-POL COMPARADA,13
ICYA 2304,FUNDAMENTOS DE GEOTECNIA,4
IIND 2202,FUNDAMENTOS DE PRODUCCION,8
LITE 2408,GRIEGO III,43
MEDI 3517,MODULO SELECTIVO II HOS. CL. 1,15
QUIM 1212,QUIMICA INORGANICA II,5
ICYA 4502,TALL. HERRAM. EXPERIM. GEOTECN,4
MEDI 2309,SISTEMA NERVIOSO,15
ARQU 3911,PROYECTO UNIDAD AVANZADA GRP2,22
QUIM 1105,APLICACIONES DE QU�MICA,5
ICYA 1117,MECANICA DE MATERIALES,4
MATE 2210,CALC VARIABLE COMPL (INGENIER),2
ANTR 4138,LECTURAS DIRIGIDAS 2,7
FISI 6962,CURSO DIRIGIDO II,1
ICYA 3104,PROYECTO ESPECIAL PREGRADO,4
MEDI 3439,INTERNADO OBLIGATORIO MED-INTE,15
MUSI 3620,TRABAJO DE GRADO - 15,10
ARTE 2207,ARTE SONORO,6
ECON 6402,SEMINARIO INVESTIGACION 2 DOC,26
ARQU 3351,ARQU EN TIERRA CRUDA,22
ECON 4301,ECONOMETRIA AVANZADA,26
IELE 2210,SISTEMAS ELECTRONICOS DIGITALE,3
IELE 3135,AUTOMAT SISTEMAS DISTRIBUCION,3
MBIT 4101,HABILIDADES GERENCIALES EN TI,23
FISI 3000,PRACTICA DOCENTE FISICA,1
ICYA 4532,SEMINARIO GEOSI,4
DISE 3146,ESTUDIO 6: INTERACCI�N,16
IQUI 2021,EQUILIBRIO DE FASES Y QUIMICO,9
MATE 4426,GRUPOS DE LIE,2
MUSI 3402,CONJUNTO 8,10
LENG 2412,JAPONES 6,33
BCOM 4104,ESTADISTICA BIOLOGIA COMPUTAC.,57
MGAP 4414,POLIT.GEST.AMBIENTAL AMERICA,61
MECU 4203,TUTORIA DE INVESTIGACION II,60
PSIC 3883,PSICOLOGIA SOCIAL DEL DEPORTE,28
FISI 6117,SEMINARIO AVANZADO 7,1
MEDI 3500,MODULO SELECTIVO I ADMINIST. 1,15
DISE 2112,ESTUDIO 5: PRODUCCI�N CREATIVA,16
MATE 1107,ALGEBRA LINEAL 2,2
MUSI 1416,INSTRUMENTO 2 - 15,10
ARQU 3854,TEORIA UI ARQU Y BELLEZA,22
MEDI 3503,MODULO SELECTIVO I INVESTIG. 1,15
ARQU 2101,PROYECTO HABITAR,22
MEDI 3516,MODULO SELECTIVO II AT. PRI. 1,15
PSIC 4106,DISE�O PROY INV II COLOQI,28
ARQU 3932,AN�LISIS UNIDAD AVANZADA GRP3,22
LENG 2115,INGLES 5 - LENGUAS Y CULTURA,33
MEDI 2000,REQUISITO DE VACUNAS 5� SEM,15
MUSI 2822,PIANO APLICADO 1 - 15,10
IBIO 4120,DIN�MICA CARDIOVASCULAR,25
IBIO 4401,BIOLOGIA AVANZADA,25
LENG 1404,JAPONES 4,33
MUSI 2606,AUDICION CRITICA,10
MEDI 1200,ANATOMIA,15
MEDI 3407,PEDIATRIA,15
DISE 3199,ESTUDIO 8: PROYECTO DE GRADO,16
ISIS 1206L,LAB. ESTRUCTURAS DATOS,19
LENG 3931,SEMINARIO DOCENCIA 2,33
MEDI 3411,CIRUGIA,15
GEOC 3050,SEMINARIO DE GEOCIENCIAS,12
EDUC 6007,COLOQUIO DE INVESTIGACION III,11
ISIS 4005,INTERCAMBIO INTERNACIONAL,19
IBIO 6962,PROYECTO DIRIGIDO 2,25
ICYA 4214,TESIS 2 MICIV,4
MIAD 4990,SUSTENTACI�N TESIS,44
ARQU 3862,ANALISIS UI ARQU DEL PAISAJE,22
QUIM 2519,LAB DE FUNDAMENT FISICOQUIM,5
ICYA 4603,DISE�O GEOM DE V�AS AVANZADO,4
MATE 2506,PROBABILIDAD Y ESTADIST.(ECON),2
ICYA 3108,PRERREQUISITO PROYECT. ICIV,4
IIND 3312,EMPREND.INNOVAC.EN INGE,8
IQUI 4302,TESIS II,9
ICYA 3079,PROY. FINAL DISE�O ING. AMB.,4
ICYA 4126,AN�LISIS RIESGO QUIM. MICROBIO,4
MEDI 2301,PARASITOLOGIA MEDICA,15
ECON 2301,ECONOMETRIA 1,26
MUSI 3500,ORQUESTACION 1,10
PSIC 3801,ETICA PROFESIONAL,28
